title,author,isbn,num_pages,avg_rating,rating,review,read_count,date_published,date_started,date_read,date_added,user_id,synced_at,cover_url
Hard-Boiled Wonderland and the End of the World,"Murakami, Haruki",,400.0,4.13,4.0,None,1,1985-06-15,,2022-05-07,2022-05-07,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399844477l/10374._SY75_.jpg
The Paper Menagerie and Other Stories,"Liu, Ken",1481442546,450.0,4.37,4.0,None,1,2016-03-08,,2022-10-09,2022-05-06,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511290092l/24885533._SY75_.jpg
Why Fish Don't Exist,"Miller, Lulu",,225.0,4.18,3.0,None,1,2020-04-14,,2022-05-21,2022-05-06,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565526670l/50887097._SY75_.jpg
Burn Rate: Launching a Startup and Losing My Mind,"Dunn, Andy",0593238265,304.0,4.43,5.0,None,1,,2022-07-10,2022-07-10,2022-04-29,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648412578l/58784468._SY75_.jpg
The Omnivore's Dilemma: A Natural History of Four Meals,"Pollan, Michael",1594200823,450.0,4.18,,None,0,2006-04-11,,,2022-04-25,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393804353l/3109._SY75_.jpg
The Stranger,"Camus, Albert",,159.0,4.02,,None,1,1942-05-19,,2022-03-27,2022-03-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590930002l/49552._SY75_.jpg
The Body: A Guide for Occupants,"Bryson, Bill",0385539304,450.0,4.31,,None,0,2019-10-15,,,2022-03-25,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565810646l/43582376._SX50_.jpg
Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,368.0,4.38,4.0,None,1,2017-09-28,2022-03-27,2023-01-29,2022-03-25,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556604137l/34466963._SY75_.jpg
Ham on Rye,"Bukowski, Charles",006117758X,288.0,4.15,,None,0,1982-09-01,,,2022-03-20,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195001l/38501._SY75_.jpg
"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity—and Will Determine the Fate of the Human Race","Lieberman, Daniel Z.",1946885118,240.0,4.16,,None,0,,,,2022-03-20,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520190717l/38728977._SX50_.jpg
Maybe You Should Talk to Someone,"Gottlieb, Lori",1328662055,415.0,4.38,5.0,None,1,2019-04-02,,2022-08-07,2022-03-19,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547189796l/37570546._SY75_.jpg
All the Light We Cannot See,"Doerr, Anthony",1476746583,531.0,4.32,5.0,None,1,2014-05-06,2022-04-19,2022-04-21,2022-03-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646l/18143977._SY75_.jpg
"From the Ashes: My Story of Being Métis, Homeless, and Finding My Way","Thistle, Jesse",1982101210,368.0,4.50,5.0,None,1,2019-08-06,2022-04-21,2022-04-24,2022-03-09,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549678928l/43822761._SX50_.jpg
Out of the Shadows: A Memoir,"Nagy, Timea E.",,361.0,4.61,,None,0,2019-05-28,,,2022-03-09,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557373772l/45693865._SY75_.jpg
Infinite Jest,"Wallace, David Foster",,1.0,4.26,,None,0,1996-02-01,,,2022-03-09,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446876799l/6759._SY75_.jpg
Consider the Lobster and Other Essays,"Wallace, David Foster",0316156116,343.0,4.18,,None,0,2005-12-13,,,2022-03-05,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388854217l/6751._SY75_.jpg
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"Brown, Brené",0399592555,301.0,4.33,,None,0,2021-11-30,,,2022-03-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630947399l/58330567._SX50_.jpg
A River Runs Through It and Other Stories,"Maclean, Norman",0226500667,217.0,4.18,,None,0,,,,2022-02-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924914l/30043._SY75_.jpg
Mindset: The New Psychology of Success,"Dweck, Carol S.",,276.0,4.09,,None,0,,,,2022-02-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436227012l/40745._SY75_.jpg
Antifragile: Things That Gain from Disorder,"Taleb, Nassim Nicholas",1400067820,426.0,4.09,4.0,None,1,2012-11-27,,2022-02-15,2022-02-15,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352422827l/13530973._SY75_.jpg
Four Thousand Weeks: Time Management for Mortals,"Burkeman, Oliver",0374159122,273.0,4.24,4.0,None,1,2021-08-10,,2022-04-09,2022-02-15,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627425434l/54785515._SY75_.jpg
The Order of Time,"Rovelli, Carlo",073521610X,240.0,4.12,4.0,"Found myself googling terms and chapter summaries more often than I have to when I attempt to read poetryMade me think a lot (which I love) and forced
Found myself googling terms and chapter summaries more often than I have to when I attempt to read poetryMade me think a lot (which I love) and forced me to use the rewind button many times. I love Benedict cumberbatch’s voice, but if my thoughts drifted for even 30 seconds I felt like I was lost
...more",1,2017-05-25,2022-02-15,2022-02-21,2022-02-14,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516424407l/36442813._SY75_.jpg
Principles For Dealing With the Changing World Order: Why Nations Succeed and Fail,"Dalio, Ray",1982160276,576.0,4.30,4.0,None,1,,2022-02-13,2022-03-04,2022-02-13,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630251271l/52962238._SY75_.jpg
A Very Punchable Face,"Jost, Colin",1101906324,312.0,4.21,5.0,None,1,2020-07-14,2022-03-05,2022-03-07,2022-02-13,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585145237l/48989372._SY75_.jpg
The Power of Regret: How Looking Backward Moves Us Forward,"Pink, Daniel H.",0735210659,239.0,3.85,,None,0,2022-02-01,,,2022-02-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631506945l/58446721._SY75_.jpg
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,"Rosling, Hans",1473637465,342.0,4.36,5.0,None,1,2018-04-03,,2022-03-12,2022-02-08,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544963815l/34890015._SY75_.jpg
How to Be Perfect: The Correct Answer to Every Moral Question,"Schur, Michael",1982159316,304.0,4.16,5.0,None,1,2022-01-25,2022-03-05,2022-03-09,2022-02-06,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642042986l/58484901._SY75_.jpg
"Zero to One: Notes on Startups, or How to Build the Future","Thiel, Peter",0804139296,195.0,4.17,3.0,None,1,2014-09-16,,2022-03-09,2022-02-06,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630663027l/18050143._SY75_.jpg
The Lords of Easy Money: How the Federal Reserve Broke the American Economy,"Leonard, Christopher",1797135546,,4.36,,None,0,2022-01-11,,,2022-02-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636903374l/58485511._SX50_.jpg
Bird by Bird,"Lamott, Anne",,237.0,4.24,4.0,None,1,1994-05-05,,2023-07-07,2022-02-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631772636l/12543._SY75_.jpg
On Writing: A Memoir of the Craft,"King, Stephen",0743455967,320.0,4.33,4.0,None,1,,,2023-02-08,2022-02-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436735207l/10569._SY75_.jpg
On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,246.0,4.05,4.0,None,1,2019-06-04,,2022-03-16,2022-02-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615580168l/41880609._SX50_.jpg
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James",0735211302,319.0,4.37,4.0,"I avoided this book for a while because it seemed cliche, and I figured I already knew what I was doing (spoiler: I didn't). It was honestly much bett
I avoided this book for a while because it seemed cliche, and I figured I already knew what I was doing (spoiler: I didn't). It was honestly much better than I expected. Would give 4.5 if GoodReads would let me :) One of the biggest learnings I had was how making habits simple entry points (e.g. putting on your gym shoes or putting a book on the pillow) sets us up for success and makes our broader goals (like working out) more attainable. It's not necessarily a new finding for some, but it is a good reminder of how breaking things down into easily digestible pieces sets you up for success much better than the alternative.James Clear did such a fantastic job of synthesizing the relevant information, providing real-world examples, and doling out valuable insights into how we can both build and break habits.
...more",1,2018-10-18,2022-01-20,2022-01-24,2022-01-20,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655988385l/40121378._SY75_.jpg
Evicted: Poverty and Profit in the American City,"Desmond, Matthew",0553447432,418.0,4.47,4.0,None,1,2016-03-01,2022-01-25,2022-02-12,2022-01-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442840968l/25852784._SX50_.jpg
Nomadland: Surviving America in the Twenty-First Century,"Bruder, Jessica",,288.0,4.03,,None,0,2017-09-19,,,2022-01-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601494098l/38212124._SY75_.jpg
Ada Blackjack: A True Story of Survival in the Arctic,"Niven, Jennifer",0786868635,431.0,3.95,,None,0,2003-11-12,,,2022-01-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348898033l/526432._SX50_.jpg
My Body,"Ratajkowski, Emily",1250817862,239.0,4.05,5.0,None,1,2021-11-09,,2022-01-16,2022-01-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646821613l/57145833._SY75_.jpg
That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,"Randolph, Marc",0316530204,336.0,4.21,,None,0,2019-09-17,,,2022-01-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565067558l/44428950._SY75_.jpg
The Psychology of Money,"Housel, Morgan",,252.0,4.36,5.0,None,1,,2022-04-19,2022-04-21,2022-01-09,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581527774l/41881472._SY75_.jpg
Thing Explainer: Complicated Stuff in Simple Words,"Munroe, Randall",0544668251,64.0,4.15,,None,0,2015-11-24,,,2021-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431518396l/25329850._SX50_.jpg
Reality is Not What it Seems: The Journey to Quantum Gravity,"Rovelli, Carlo",5268439022,256.0,4.33,,None,0,2014-01-01,,,2021-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463433668l/29767627._SY75_.jpg
The Sovereign Individual: Mastering the Transition to the Information Age,"Davidson, James Dale",0684832720,448.0,4.20,,None,0,,,,2021-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388334031l/82256._SY75_.jpg
Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,"Feynman, Richard",0465023924,138.0,4.21,,None,0,,,,2021-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400827293l/5553._SY75_.jpg
The Bed of Procrustes: Philosophical and Practical Aphorisms,"Taleb, Nassim Nicholas",1400069971,112.0,3.79,,None,0,2010-11-30,,,2021-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665067245l/9402297._SY75_.jpg
Skin in the Game: The Hidden Asymmetries in Daily Life,"Taleb, Nassim Nicholas",0241300657,272.0,3.90,4.0,None,1,2018-06-01,,2022-05-15,2021-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510319798l/36064445._SY75_.jpg
The Rational Optimist: How Prosperity Evolves,"Ridley, Matt",006145205X,448.0,3.98,,None,0,,,,2021-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347664546l/7776209._SY75_.jpg
"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance","Hutchinson, Alex",,333.0,4.14,4.0,"Good book overall. I expected more storytelling with tidbits of research, but it was a lot of research with a one main background story, the sub 2hr m
Good book overall. I expected more storytelling with tidbits of research, but it was a lot of research with a one main background story, the sub 2hr marathon attempt, and other smaller stories of human endurance dotted throughout. Though not what I expected, I finished with a bunch of research that I’ve noted to see how it can help me in my future ~athletic~ endeavors. It was refreshing to read specific research and citations on the impacts of high fat, low carb diets, working out in fasted vs. depleted states, etc. rather than just reading yet another article with vaguely cited stats about why “Keto is best.”
...more",1,2018-02-06,,2022-01-03,2021-12-25,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533053130l/41014339._SY75_.jpg
"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It","Kross, Ethan",0525575235,272.0,3.99,4.0,None,1,2021-01-26,2022-01-05,2022-01-09,2021-12-25,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606106010l/53330118._SY75_.jpg
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,"Haidt, Jonathan",0465028020,297.0,4.10,4.0,None,1,2006-12-01,,2022-11-16,2021-12-25,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348779688l/96884._SX50_.jpg
Behave: The Biology of Humans at Our Best and Worst,"Sapolsky, Robert M.",1594205078,790.0,4.42,,None,0,2017-05-02,,,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517732866l/31170723._SY75_.jpg
Draft No. 4: On the Writing Process,"McPhee, John",,208.0,4.10,3.0,None,1,,,2022-09-05,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505469268l/18194765._SY75_.jpg
"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War","Gladwell, Malcolm",0316296619,256.0,4.03,3.0,None,1,2021-04-27,,2022-01-13,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1616422126l/56668328._SX50_.jpg
"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001","Coll, Steve",0143034669,712.0,4.30,,None,0,2004-02-23,,,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924074l/71984._SY75_.jpg
"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Tavris, Carol",0151010986,304.0,4.03,5.0,"Wild. Reminded me slightly of Predictably Irrational, but just crazy to see how much our self-justification affects basically everything.I’m w the aut
Wild. Reminded me slightly of Predictably Irrational, but just crazy to see how much our self-justification affects basically everything.I’m w the authors re: last chapter, but… coulda done without it or not at the end. Just felt like that’s the last thing I read/took away when the rest of the book was just as important
...more",1,,,2022-11-30,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328876733l/522525._SX50_.jpg
The Sixth Extinction: An Unnatural History,"Kolbert, Elizabeth",0805092994,336.0,4.15,5.0,None,1,2014-02-11,2022-03-18,2022-03-31,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372677697l/17910054._SY75_.jpg
Breath: The New Science of a Lost Art,"Nestor, James",0735213615,280.0,4.15,,None,0,2020-05-26,,,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575339793l/48890486._SY75_.jpg
Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",,512.0,4.37,4.0,None,1,,2022-06-19,2022-07-24,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595674533l/23692271._SY75_.jpg
A Guide to the Good Life: The Ancient Art of Stoic Joy,"Irvine, William B.",0195374614,326.0,4.19,3.0,None,1,2008-11-04,2021-12-22,2021-12-22,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547348819l/5617966._SX50_.jpg
The Dawn of Everything: A New History of Humanity,"Graeber, David",0374157359,692.0,4.20,,None,0,2021-10-19,,,2021-12-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617072525l/56269264._SX50_.jpg
Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,"Shetty, Jay",1982134488,328.0,4.22,3.0,None,1,2020-09-08,2022-01-17,2022-02-06,2021-12-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600432716l/51942513._SY75_.jpg
Project Hail Mary,"Weir, Andy",0593135202,476.0,4.52,3.0,None,1,2021-05-04,,2021-12-19,2021-12-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597695864l/54493401._SY75_.jpg
The Beginning of Infinity: Explanations That Transform the World,"Deutsch, David",0670022756,487.0,4.18,,None,0,2011-03-01,,,2021-12-17,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311705051l/10483171._SY75_.jpg
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,"Jorgenson, Eric",,244.0,4.47,4.0,None,1,2020-08-15,2021-12-22,2021-12-27,2021-12-13,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598011736l/54898389._SY75_.jpg
The Alchemist,"Coelho, Paulo",0062315005,182.0,3.90,3.0,None,1,,,,2021-12-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654371463l/18144590._SY75_.jpg
The Catcher in the Rye,"Salinger, J.D.",0316769177,234.0,3.80,4.0,None,1,1951-07-16,,,2021-12-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300l/5107._SY75_.jpg
Animal Farm,"Orwell, George",0451526341,128.0,3.98,3.0,None,1,1945-08-17,,,2021-12-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325861570l/170448._SY75_.jpg
1984,"Orwell, George",,298.0,4.19,5.0,None,1,1949-06-08,,,2021-12-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506l/40961427._SX50_.jpg
"The Comfort Crisis: Embrace Discomfort To Reclaim Your Wild, Happy, Healthy Self","Easter, Michael",0593138767,304.0,4.37,5.0,"10/10 recommend. I loved it so much I bought it after picking returning it to the library.Removing ~some~ (really not that much) comfort from our live
10/10 recommend. I loved it so much I bought it after picking returning it to the library.Removing ~some~ (really not that much) comfort from our lives can positively impact us for the better. Simple actions like ignoring reward hunger food cravings, turning down the AC a few degrees, or allowing yourself to sit in boredom can improve your mental and physical well-being.Even though the only personal limit I have pushed is how many pieces of sushi I can eat at dinner, I love reading about how I can push myself to be better. If you have any interest in mental or physical well-being, pick up this book. If you want to be more conscious about the impacts of our cushy modern life, pick up this book.My key takeaways: it’s good to be bored, the body uses small stressors to be resilient, craft my own misogi, make it novel each time, and push my limits -- but do not die.
...more",1,,2021-12-24,2021-12-26,2021-12-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601481119l/55120630._SY75_.jpg
"The Hitchhiker's Guide to the Galaxy
        (The Hitchhiker's Guide to the Galaxy, #1)","Adams, Douglas",,193.0,4.23,4.0,None,1,1979-10-12,2022-01-04,2022-01-05,2021-12-08,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559986152l/386162._SX50_SY75_.jpg
Originals: How Non-Conformists Move the World,"Grant, Adam M.",0525429565,326.0,3.96,5.0,None,1,2016-02-02,,2021-11-18,2021-11-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445791874l/25614523._SY75_.jpg
Eat a Peach,"Chang, David",152475921X,288.0,3.90,4.0,None,1,2020-09-08,,2021-11-21,2021-11-13,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582084217l/51700803._SX50_.jpg
Notes from a Young Black Chef,"Onwuachi, Kwame",1524732621,288.0,4.02,4.0,None,1,2019-04-09,2021-01-01,2021-11-13,2021-11-13,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538695770l/40645634._SX50_.jpg
Heavy,"Laymon, Kiese",1501125656,241.0,4.48,5.0,None,1,2018-10-16,,2019-06-03,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517524042l/29430746._SY75_.jpg
Barbarian Days: A Surfing Life,"Finnegan, William",1594203474,447.0,4.26,5.0,None,1,2015-07-21,,2019-02-15,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418768620l/18693910._SX50_.jpg
The Master Plan: My Journey from Life in Prison to a Life of Purpose,"Wilson, Chris",,424.0,4.63,5.0,None,1,2019-02-05,,2019-04-01,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532578026l/40949894._SY75_.jpg
Principles: Life and Work,"Dalio, Ray",1508243247,592.0,4.12,4.0,None,1,2017-09-19,,2019-07-03,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503365703l/34536488._SX50_.jpg
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Manson, Mark",,212.0,3.90,3.0,None,1,2016-09-13,,2019-07-08,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302l/28257707._SX50_.jpg
On the Road,"Kerouac, Jack",0140042598,307.0,3.61,3.0,None,1,1957-09-05,,2019-10-06,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658929891l/70401._SY75_.jpg
Range: Why Generalists Triumph in a Specialized World,"Epstein, David",0735214484,352.0,4.14,4.0,None,1,2019-05-28,,2019-10-26,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550048292l/41795733._SY75_.jpg
Lincoln's Melancholy: How Depression Challenged a President and Fueled His Greatness,"Shenk, Joshua Wolf",0618773444,368.0,3.90,4.0,None,1,2005-09-22,,2019-12-13,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347994372l/106591._SX50_.jpg
Natural Born Heroes: How a Daring Band of Misfits Mastered the Lost Secrets of Strength and Endurance,"McDougall, Christopher",0307594963,337.0,3.84,5.0,None,1,2013-09-05,,2020-01-04,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410759464l/22889750._SX50_.jpg
"Lethal Agent
        (Mitch Rapp, #18)","Mills, Kyle",,369.0,4.38,5.0,None,1,2019-09-24,,2020-01-12,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551517243l/43809509._SY75_.jpg
Ego Is the Enemy,"Holiday, Ryan",1591847818,226.0,4.14,5.0,None,1,2016-06-14,,2020-01-26,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459114043l/27036528._SX50_.jpg
Stumbling on Happiness,"Gilbert, Daniel Todd",1400077427,263.0,3.82,5.0,None,1,2006-05-02,,2020-02-14,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327947323l/56627._SY75_.jpg
Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,"Duke, Annie",0735216355,288.0,3.83,4.0,None,1,2018-02-02,,2020-03-04,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513351600l/35957157._SY75_.jpg
Everything is F*cked: A Book About Hope,"Manson, Mark",0062955934,288.0,3.70,4.0,None,1,2019-03-05,,2020-04-21,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550685003l/43808723._SX50_.jpg
Travels with Charley: In Search of America,"Steinbeck, John",0142000701,214.0,4.07,4.0,None,1,,,2020-05-16,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924381l/5306._SY75_.jpg
Stillness Is the Key,"Holiday, Ryan",0525538585,288.0,4.22,3.0,None,1,2019-10-01,,2020-05-25,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566883842l/43582733._SX50_.jpg
Notes on a Nervous Planet,"Haig, Matt",014313342X,288.0,3.97,3.0,None,1,2018-07-05,,2020-05-30,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539107959l/40404801._SX50_.jpg
