title,author,isbn,num_pages,avg_rating,rating,review,read_count,date_published,date_started,date_read,date_added,user_id,synced_at,cover_url
Stardust,"Gaiman, Neil",0061142026,248.0,4.10,,None,0,,,,2023-04-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459127484l/16793._SY75_.jpg
"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",,403.0,4.55,,None,0,2021-01-12,,,2023-04-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627489209l/53487237._SY75_.jpg
"Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling","Dicks, Matthew",1608685489,368.0,4.28,,None,0,2018-06-15,,,2023-04-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514780933l/37786022._SY75_.jpg
"Values in Therapy: A Clinician’s Guide to Helping Clients Explore Values, Increase Psychological Flexibility, and Live a More Meaningful Life","LeJeune, Jenna",1684033217,232.0,4.41,,None,0,,,,2023-04-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568465127l/43319557._SX50_.jpg
What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,188.0,3.87,3.0,None,1,2007-10-15,,2023-05-27,2023-04-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473397159l/2195464._SY75_.jpg
Consider This: Moments in My Writing Life After Which Everything Was Different,"Palahniuk, Chuck",1538717956,256.0,4.38,4.0,None,1,2020-01-07,,2023-05-19,2023-04-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568319190l/52500766._SX50_SY75_.jpg
"In Her Nature: How Women Break Boundaries in the Great Outdoors: A Past, Present and Personal Story","Hewitt, Rachel",1784742899,513.0,4.16,,None,0,2023-04-20,,,2023-04-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677853602l/61920965._SY75_.jpg
Going to Pieces without Falling Apart: A Buddhist Perspective on Wholeness,"Epstein, Mark",0767902351,200.0,3.86,,None,0,1998-06-15,,,2023-03-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403174011l/18736._SY75_.jpg
"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle",0593321200,401.0,4.22,5.0,None,1,2022-07-05,,2023-03-16,2023-03-16,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636978687l/58784475._SY75_.jpg
What's Our Problem?: A Self-Help Book for Societies,"Urban, Tim",,746.0,4.31,,None,0,2023-02-21,,,2023-03-14,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1675636772l/102146148._SY75_.jpg
Lords of Finance: The Bankers Who Broke the World,"Ahamed, Liaquat",159420182X,564.0,4.02,,None,0,,,,2023-03-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441544240l/6025160._SY75_.jpg
Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,"Sorkin, Andrew Ross",0670021253,600.0,4.14,,None,0,2009-10-20,,,2023-03-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347504190l/6687247._SY75_.jpg
"A Wrinkle in Time
        (Time Quintet, #1)","L'Engle, Madeleine",1250153271,218.0,3.98,3.0,None,1,,2023-03-20,2023-03-29,2023-03-08,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507963312l/33574273._SX50_.jpg
Bad City: Peril and Power in the City of Angels,"Pringle, Paul",1250824087,304.0,4.23,5.0,How did I not know about most of this stuff? Fantastic read throughout - highly recommend,1,2022-07-19,,2023-04-14,2023-03-08,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639383330l/58724925._SY75_.jpg
"The Myth of Experience: Why We Learn the Wrong Lessons, and Ways to Correct Them","Soyer, Emre",1541742052,272.0,3.78,,None,0,,,,2023-03-07,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585174977l/50358533._SY75_.jpg
The Last Green Valley,"Sullivan, Mark T.",,423.0,4.50,4.0,None,1,2021-05-04,,2023-08-05,2023-03-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1605876227l/55961582._SX50_.jpg
"Good Morning, Monster: A Therapist Shares Five Heroic Stories of Emotional Recovery","Gildiner, Catherine",1250271487,368.0,4.46,,None,0,2020-09-22,,,2023-03-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592250003l/49127514._SY75_.jpg
American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,"Bilton, Nick",1591848148,328.0,4.40,4.0,None,1,2017-05-02,,2023-03-11,2023-02-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578216397l/31920777._SY75_.jpg
"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History","Gwynne, S.C.",1416591052,371.0,4.22,,None,0,2010-03-25,,,2023-02-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395176404l/7648269._SY75_.jpg
Slouching Towards Bethlehem,"Didion, Joan",,238.0,4.19,3.0,None,1,,,2023-02-21,2023-02-21,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611927558l/424._SX50_.jpg
Never Let Me Go,"Ishiguro, Kazuo",,288.0,3.84,,None,0,2005-04-05,,,2023-02-15,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590l/6334._SY75_.jpg
The Dead Zone,"King, Stephen",0451155750,402.0,3.96,,None,0,1979-08-30,,,2023-02-06,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283509622l/11573._SY75_.jpg
The Creative Act: A Way of Being,"Rubin, Rick",0593652886,406.0,4.16,,None,0,2023-01-17,,,2023-02-05,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663707011l/60965426._SX50_.jpg
Rework,"Fried, Jason",0307463745,279.0,3.97,,None,0,2010-11-02,,,2023-02-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391275636l/6732019._SY75_.jpg
Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",0805095152,282.0,4.48,5.0,None,1,2014-10-07,,2023-04-22,2023-02-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408324949l/20696006._SY75_.jpg
A Moveable Feast,"Hemingway, Ernest",,192.0,4.02,,None,0,,,,2023-02-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427463201l/4631._SX50_.jpg
City of Thieves,"Benioff, David",0670018708,258.0,4.29,4.0,None,1,2008-05-15,,2023-05-05,2023-02-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392015757l/1971304._SY75_.jpg
Caste: The Origins of Our Discontents,"Wilkerson, Isabel",0593230256,496.0,4.54,,None,0,2020-08-04,,,2023-02-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597267568l/51152447._SY75_.jpg
"Titan: The Life of John D. Rockefeller, Sr.","Chernow, Ron",1400077303,832.0,4.16,,None,0,1998-05-05,,,2023-01-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925052l/16121._SY75_.jpg
Seeking Wisdom: From Darwin To Munger,"Bevelin, Peter",1578644283,318.0,4.23,,None,0,,,,2023-01-24,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330087550l/1995421._SX50_.jpg
Good for a Girl: A Woman Running in a Man's World,"Fleshman, Lauren",0593296788,288.0,4.53,4.0,None,1,2023-01-10,,2023-04-17,2023-01-24,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663337614l/60880793._SY75_.jpg
The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,"Haidt, Jonathan",,352.0,4.25,,None,0,2018-07-17,,,2023-01-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513836885l/36556202._SY75_.jpg
"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness","Godfrey-Smith, Peter",0374227764,257.0,3.88,,None,0,2016-12-06,,,2023-01-15,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606353700l/28116739._SX50_.jpg
War on Peace: The End of Diplomacy and the Decline of American Influence,"Farrow, Ronan",0393652106,392.0,4.16,,None,0,2018-04-24,,,2023-01-14,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524076329l/37564532._SY75_.jpg
The Last Lecture,"Pausch, Randy",,217.0,4.26,,None,0,2008-04-08,,,2023-01-13,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529682044l/40611510._SX50_.jpg
In Order to Live: A North Korean Girl's Journey to Freedom,"Park, Yeonmi",1594206791,273.0,4.49,,None,0,2015-09-25,,,2023-01-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437799970l/24611623._SY75_.jpg
Circe,"Miller, Madeline",0316556343,393.0,4.24,4.0,None,1,2018-04-10,,2023-05-30,2023-01-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496l/35959740._SY75_.jpg
Of Wolves and Men,"Lopez, Barry",0684163225,320.0,4.21,,None,0,,,,2023-01-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347919044l/743936._SX50_.jpg
Stories of Your Life and Others,"Chiang, Ted",0330426648,281.0,4.26,,None,0,2002-07-05,,,2023-01-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356138316l/223380._SY75_.jpg
Die with Zero: Getting All You Can from Your Money and Your Life,"Perkins, Bill",0358099765,240.0,3.94,3.0,None,1,2020-07-28,,2023-02-13,2023-01-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562897713l/52950915._SY75_.jpg
Tribe: On Homecoming and Belonging,"Junger, Sebastian ",,182.0,4.02,,None,0,2016-06-21,,,2023-01-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532479315l/40940205._SY75_.jpg
"Enemy at the Gates
        (Mitch Rapp, #20)","Mills, Kyle",,384.0,4.43,3.0,None,1,2021-09-14,2023-01-03,2023-01-03,2023-01-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617837222l/56921032._SY75_.jpg
"Denali: A Man, a Dog, and the Friendship of a Lifetime","Moon, Ben",0143133616,288.0,4.08,3.0,None,1,2020-01-14,,2023-01-20,2023-01-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552974171l/43669269._SY75_.jpg
"The Rise and Fall of American Growth: The U.S. Standard of Living since the Civil War
        (The Princeton Economic History of the Western World, 60)","Gordon, Robert J.",0691147728,784.0,4.19,,None,0,2016-01-26,,,2023-01-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452192998l/26634594._SY75_.jpg
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,"Horowitz, Ben",0062273205,304.0,4.22,,None,0,2014-10-01,,,2023-01-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386609333l/18176747._SY75_.jpg
"Total Power
        (Mitch Rapp, #19)","Mills, Kyle",,380.0,4.29,4.0,None,1,2020-09-15,2022-12-28,2022-12-29,2022-12-30,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594165320l/49864047._SY75_.jpg
"The Upside of Stress: Why Stress Is Good for You, and How to Get Good at It","McGonigal, Kelly",1583335617,294.0,4.07,,None,0,2012-03-19,,,2022-12-28,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413129464l/23281639._SY75_.jpg
The Remains of the Day,"Ishiguro, Kazuo",,258.0,4.14,3.0,None,1,1989-05-01,,2023-01-08,2022-12-28,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327128714l/28921._SY75_.jpg
The Spy and the Traitor: The Greatest Espionage Story of the Cold War,"Macintyre, Ben",0771060335,384.0,4.51,5.0,None,1,2018-09-18,,2023-04-12,2022-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522906662l/37542581._SY75_.jpg
"Neverwhere
        (London Below, #1)","Gaiman, Neil",0060557818,370.0,4.17,,None,0,1996-09-16,,,2022-12-27,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747943l/14497._SX50_.jpg
Sea of Tranquility,"Mandel, Emily St. John",0593321448,259.0,4.10,4.0,"I probably give too many 4 stars, but I like books that make me think. And those that connect all the dots making me think “wow.”This did that so",1,2022-04-05,,2022-12-25,2022-12-21,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1626710416l/58446227._SX50_.jpg
Blood and Oil: Mohammed bin Salman's Ruthless Quest for Global Power,"Hope, Bradley",0306846667,368.0,4.27,4.0,MBS is schemey mcgee,1,2020-09-01,,2023-02-20,2022-12-21,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598831558l/52038578._SY75_.jpg
All the Shah's Men: An American Coup and the Roots of Middle East Terror,"Kinzer, Stephen",0471678783,272.0,4.28,,None,0,2003-07-17,,,2022-12-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548522828l/46347._SY75_.jpg
Where the Crawdads Sing,"Owens, Delia",0735219117,384.0,4.40,5.0,None,1,2018-08-14,,2022-12-08,2022-12-08,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582135294l/36809135._SY75_.jpg
We Were Dreamers: An Immigrant Superhero Origin Story,"Liu, Simu",0063046512,320.0,4.39,4.0,None,1,2022-05-17,,2022-12-25,2022-12-08,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1652709298l/52582665._SY75_.jpg
"The Biggest Bluff: How I Learned to Pay Attention, Master Myself, and Win","Konnikova, Maria",052552262X,368.0,4.08,,None,0,2020-06-23,,,2022-12-06,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585143928l/49814228._SY75_.jpg
Quit: The Power of Knowing When to Walk Away,"Duke, Annie",0593422996,336.0,4.23,4.0,None,1,,,2023-02-01,2022-12-06,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646433332l/60097435._SY75_.jpg
Exhalation,"Chiang, Ted",,368.0,4.28,5.0,None,1,2019-05-07,,2023-03-05,2022-12-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534388394l/41160292._SX50_.jpg
The Wayfinders: Why Ancient Wisdom Matters in the Modern World,"Davis, Wade",0887847668,262.0,4.24,,None,0,2009-10-01,,,2022-12-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395458406l/6373455._SY75_.jpg
"Just So: Money, Materialism, and the Ineffable, Intelligent Universe","Watts, Alan W.",,216.0,4.28,,None,0,2020-02-25,,,2022-12-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557699766l/45439575._SX50_.jpg
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",0062300547,264.0,3.87,,None,0,2016-06-28,,,2022-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463569814l/27161156._SY75_.jpg
The Righteous Mind: Why Good People Are Divided by Politics and Religion,"Haidt, Jonathan",,419.0,4.21,,None,0,2012-03-13,,,2022-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534528902l/11324722._SY75_.jpg
"What Happened To You?: Conversations on Trauma, Resilience, and Healing","Perry, Bruce D.",1250223180,304.0,4.46,5.0,"I wasn’t sure of the format at first, but found I appreciated the back and forth and casualness of it. The content was easy to understand and led to a
I wasn’t sure of the format at first, but found I appreciated the back and forth and casualness of it. The content was easy to understand and led to a lot of “aha” moments. I’ve got too many highlights to go back through and that’s a good thing 
...more",1,2021-04-27,,2022-11-24,2022-10-29,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653552093l/53238858._SY75_.jpg
"Freezing Order: A True Story of Money Laundering, Murder, and Surviving Vladimir Putin's Wrath","Browder, Bill",1982153288,336.0,4.33,5.0,"Didn’t think a follow-up to Red Notice could be this good, but the people, connections, and crime exposed in this book are wild.",1,2022-04-12,,2022-10-29,2022-10-23,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649605131l/59366154._SY75_.jpg
"Build for Tomorrow: An Action Plan for Embracing Change, Adapting Fast, and Future-Proofing Your Career","Feifer, Jason",059323538X,272.0,3.98,,None,0,,,,2022-10-20,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650842981l/59575954._SX50_.jpg
Finding Flow: The Psychology Of Engagement With Everyday Life,"Csikszentmihalyi, Mihaly",,143.0,4.11,,None,0,,,,2022-10-18,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590781558l/53630453._SX50_.jpg
Flow: The Psychology of Optimal Experience,"Csikszentmihalyi, Mihaly",0060920432,303.0,4.10,,None,0,1990-01-01,,,2022-10-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432253110l/66354._SY75_.jpg
Sharp Objects,"Flynn, Gillian",,254.0,4.01,4.0,None,1,2006-09-26,,2022-11-20,2022-10-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315l/18045891._SY75_.jpg
Influence: The Psychology of Persuasion,"Cialdini, Robert B.",006124189X,320.0,4.21,,None,0,,,,2022-10-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391026083l/28815._SY75_.jpg
"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice","Browder, Bill",147675571X,380.0,4.44,5.0,None,1,2015-02-03,,2022-10-13,2022-09-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422848658l/22609522._SY75_.jpg
Liberation Day: Stories,"Saunders, George",0525509593,256.0,4.00,,None,0,2022-10-18,,,2022-09-21,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679496599l/60471573._SY75_.jpg
The Ocean at the End of the Lane,"Gaiman, Neil",0062255657,181.0,4.02,4.0,None,1,2013-06-18,,2022-10-24,2022-09-19,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563l/15783514._SY75_.jpg
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard P.",0307886255,320.0,4.13,,None,0,2011-01-01,,,2022-09-19,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360570381l/11721966._SY75_.jpg
The Personal MBA: Master the Art of Business,"Kaufman, Josh",1591843529,416.0,4.11,,None,0,2010-12-01,,,2022-09-19,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348014445l/9512985._SY75_.jpg
I'm Glad My Mom Died,"McCurdy, Jennette",,320.0,4.49,5.0,None,1,2022-08-09,,2022-09-12,2022-09-12,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649286799l/59364173._SY75_.jpg
Undaunted: Overcoming Doubts and Doubters,"Goldin, Kara",1400220289,240.0,4.14,,None,0,2020-10-20,,,2022-09-06,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603295182l/52611590._SY75_.jpg
On Grief and Grieving: Finding the Meaning of Grief Through the Five Stages of Loss,"Kübler-Ross, Elisabeth",0743266293,256.0,4.33,3.0,None,1,2005-01-01,2022-09-15,2022-09-26,2022-09-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388192468l/33941._SY75_.jpg
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Catmull, Ed",0812993012,368.0,4.21,,None,0,2014-07-24,,,2022-09-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400863577l/18077903._SY75_.jpg
The Founders: The Story of Paypal and the Entrepreneurs Who Shaped Silicon Valley,"Soni, Jimmy",1501197266,496.0,4.23,5.0,None,1,2022-02-01,,2022-09-04,2022-09-04,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643707855l/54304287._SY75_.jpg
The Innovation Stack: Building an Unbeatable Business One Crazy Idea at a Time,"McKelvey, Jim",0593086732,288.0,4.22,,None,0,,,,2022-08-22,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576629144l/50748232._SX50_SY75_.jpg
One Small Step Can Change Your Life: The Kaizen Way,"Maurer, Robert",,228.0,4.00,3.0,None,1,2009-01-01,,2022-08-16,2022-08-16,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404579512l/266621._SX50_.jpg
Wanting: The Power of Mimetic Desire in Everyday Life,"Burgis, Luke",1250262488,304.0,3.82,,None,0,2021-06-01,,,2022-08-14,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615240502l/54860444._SY75_.jpg
"Guns, Germs, and Steel: The Fates of Human Societies","Diamond, Jared",0739467352,498.0,4.04,,None,0,1997-05-09,,,2022-08-13,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453215833l/1842._SY75_.jpg
The Power Law: Venture Capital and the Making of the New Future,"Mallaby, Sebastian",052555999X,496.0,4.43,4.0,None,1,2022-01-25,,2022-12-18,2022-08-08,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624825190l/58009109._SY75_.jpg
Homo Deus: A History of Tomorrow,"Harari, Yuval Noah",,450.0,4.21,4.0,None,1,,,2022-10-08,2022-07-31,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468760805l/31138556._SY75_.jpg
Never Give Up: My Life in the Wild,"Grylls, Bear",1426222629,336.0,3.89,3.0,None,1,,,2022-07-22,2022-07-23,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1637603565l/58340858._SX50_.jpg
Embracing Defeat: Japan in the Wake of World War II,"Dower, John W.",0393320278,676.0,4.14,,None,0,1999-03-01,,,2022-07-16,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388205271l/273197._SY75_.jpg
In the Realm of Hungry Ghosts: Close Encounters with Addiction,"Maté, Gabor",0676977405,480.0,4.50,,None,0,2007-02-12,,,2022-07-10,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327970900l/617702._SY75_.jpg
Norwegian Wood,"Murakami, Haruki",0375704027,296.0,4.02,4.0,None,1,1987-09-04,,2022-07-09,2022-07-09,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691007958l/11297._SY75_.jpg
"How the World Really Works: A Scientist's Guide to Our Past, Present and Future","Smil, Vaclav",0241454409,,3.99,,None,0,2022-05-10,,,2022-06-25,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1641444915l/56587388._SY75_.jpg
Build: An Unorthodox Guide to Making Things Worth Making,"Fadell, Tony",1787634116,416.0,4.35,4.0,None,1,,2022-08-24,2022-09-05,2022-06-20,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1652120231l/59696349._SY75_.jpg
Stolen Focus: Why You Can't Pay Attention- and How to Think Deeply Again,"Hari, Johann",0593138511,357.0,4.25,3.0,"**spoiler alert** There's a lot of good -- the need for play, recognizing the impact diet/environment has, the importance of sleep/rest, etc. But some
**spoiler alert** There's a lot of good -- the need for play, recognizing the impact diet/environment has, the importance of sleep/rest, etc. But some of the claims about systematic changes and even a mention of state-owned social media felt a bit over the-top. I think people should take a bit more ownership over their own actions but do recognize that the deck is stacked against us with all of the features designed to keep us hooked.Still worth a read as a reminder of what we do have control over and how we can affect change.
...more",1,2022-01-06,,2023-04-06,2022-06-20,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1626718328l/57933306._SY75_.jpg
"The Three-Body Problem
        (Remembrance of Earth’s Past, #1)","Liu, Cixin",,399.0,4.09,4.0,None,1,2006-05-01,2022-08-16,2022-08-20,2022-05-21,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415428227l/20518872._SY75_.jpg
The Wind-Up Bird Chronicle,"Murakami, Haruki",0965341984,607.0,4.15,3.0,None,1,1994-04-12,2022-05-15,2022-06-20,2022-05-15,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639l/11275._SY75_.jpg
